PROJ_NUM,STUDY_NUM,PROJ_ID,PROJ_NAME
1466,1,PMN 2004-1,PMN 2004-1 1st quarter
1467,1,PMN 2004-2,PMN 2004-2 2nd quarter
1468,1,PMN 2004-3,PMN 2004-3 3rd quarter
1469,1,PMN 2004-4,PMN 2004-4 4th quarter
1470,2,RAN 2004-1,RAN 2004-1 1st quarter
1471,2,RAN 2004-2,RAN 2004-2 2nd quarter
1472,2,RAN 2004-3,RAN 2004-3 3rd quarter
1473,2,RAN 2004-4,RAN 2004-4 4th quarter
1474,3,TR 2004-1,TR 2004-1 1st quarter
1475,3,TR 2004-2,TR 2004-2 2nd quarter
1476,3,TR 2004-3,TR 2004-3 3rd quarter
1477,3,TR 2004-4,TR 2004-4 4th quarter
1478,4,DWCP 2003,Drinking Water Composites 2003
1479,2,PUUA 2003,Air Filter Composites 2003
1511,3,TR 2005-1,TR 2005 1st Quarter
1512,3,TR 2005-2,TR 2005 2nd Quarter
1513,2,RAN 2005-1,RAN 2005 1st Quarter
1514,4,DW 2005-1,DW 2005 1st Quarter
1515,1,PMN 2005-1,PMN 2005 1st Quarter
1516,2,RAN 2005-2,RAN 2005 2nd Quarter
1517,2,RAN 2005-3,Ran 2005 3rd Quarter
1518,2,RAN 2005-4,Ran 2005 4th Quarter
1519,3,TR 2005-3,TR 2005 3rd Quarter
1520,3,TR 2005-4,TR 2005 4th Quarter
1521,1,PMN 2005-2,PMN 2005 2nd Quarter
1522,1,PMN 2005-3,PMN 2005 3rd Quarter
1523,1,PMN 2005-4,PMN 2005 4th Quarter
1524,4,DW 2005-2,DW 2005 2nd Quarter
1525,4,DW 2005-3,DW 2005 3rd Quarter
1526,4,DW 2005-4,DW 2005 4th Quarter
1538,2,PUUA 2004,PUUA 2004
1539,4,DWCP 2004,DWCP 2004
1565,2,RAN 2006-01,"RAN 2006-1, 1st Quarter"
1566,3,TR 2006-1,"TR 2006-1, 1st Quarter"
1567,4,DW 2006-1,"DW 2006-1, 1st Quarter"
1568,1,PMN 2006-1,"PMN 2006-1, 1st Quarter"
1570,4,DWCP 2005,Drinking Water Composites 2005
1571,2,PUUA 2005,PUUA RAN Air Filter Composites 2005
1579,4,DW 2006-2,Drinking Water 2nd Quarter
1580,2,RAN 2006-02,RAN 2006-2 2nd Quarter
1581,1,PMN 2006-2,PMN 2006 2nd Quarter
1582,3,TR 2006-3,TR 2006-3 rd Quarter
1587,2,RAN 2006-07,July 2006 RAN
1588,2,RAN 2006-08,August 2006 RAN
1589,2,RAN 2006-09,September 2006 RAN
1590,2,RAN 2006-10,October 2006 RAN
1591,2,RAN 2006-11,November 2006 RAN
1592,2,RAN 2006-12,December 2006 RAN
1595,1,PMN 2006-3,PMN 2006 3rd Quarter
1596,4,DW 2006-3,Drinking Water 3rd Quarter
1599,4,DW 2006-4,Drinking Water 2006 4th quarter
1600,3,TR 2006-4,Precipitation 2006 4th Quarter
1601,1,PMN 2006-4,Milk Network 2006 4th Quarter
1602,3,TR 2006-2,Precipitation 2006 2nd Quarter
1606,2,RAN 2007-01,RAN January 2007
1607,4,DW 2007-1,Drinking Water 1st Quarter
1608,1,PMN 2007-1,PMN 2007 1st Quarter
1612,26,PUUA 2006,PUUA Air Filter Composites 2006
1613,27,DWCP 2006,DWCP 2006 Drinking Water Composites
1616,25,RAIN 2007-1,Rain
1617,2,RAN 2007-02,"RAN 2007 February, 2007"
1618,3,TR 2007-1,TR 2007 1st Quarter
1620,2,RAN 2007-03,RAN March 2007
1622,2,RAN 2007-04,RAN 2007 April
1623,3,TR 2007-2,Precipitation 2007 2nd Quarter
1624,25,RAIN 2007-2,Rain samples
1625,1,PMN 2007-2,PMN 2007 2nd Quarter
1626,4,DW 2007-2,DW 2007 2nd Quarter
1627,2,RAN 2007-05,RAN 2007 May
1628,2,RAN 2007-06,RAN 2007 June
1632,4,DW 2007-3,Drinking Water 3rd Quarter
1633,1,PMN 2007-3,PMN 3rd Quarter
1634,3,TR 2007-3,Precipitation 3rd Quarter
1635,2,RAN 2007-07,RAN 2007 July
1636,25,RAIN 2007-3,Rain 3rd Quarter
1640,2,RAN 2007-08,RAN 2007-8 August 2007
1641,25,RAIN 2007-4,Rain 4th Quarter
1645,2,RAN 2007-09,RAN September 2007
1646,2,RAN 2007-10,"RAN 2007-10, October Airs"
1647,2,RAN 2007-11,RAN 2007-11 November Airs
1648,2,RAN 2007-12,"RAN 2007-12, December Airs"
1649,4,DW 2007-4,Drinking Water 4th Quarter
1650,3,TR 2007-4,Precipitation 2007 4th Quarter
1651,1,PMN 2007-4,Milk 2007 4th Quarter
1659,25,RAIN 2008-1,Rain Samples 1st quarter
1660,25,RAIN 2008-2,Rain Samples 2nd Quarter
1661,25,RAIN 2008-3,Rain Samples 3rd quarter
1662,25,RAIN 2008-4,Rain Samples 4th Quarter
1663,2,RAN 2008-01,RAN Air Samples January 2008
1664,3,TR 2008-1,TR 2008 1st Quarter
1665,3,TR 2008-2,TR 2008 2nd Quarter
1666,3,TR 2008-3,TR 2008 3rd Quarter
1667,3,TR 2008-4,TR 2008 4th Quarter
1668,1,PMN 2008-1,PMN 2008 1st Quarter
1669,1,PMN 2008-2,PMN 2008 2nd Quarter
1670,1,PMN 2008-3,PMN 2008 3rd Quarter
1671,1,PMN 2008-4,PMN 2008 4th Quarter
1672,4,DW 2008-1,DW 2008 1st Quarter
1673,4,DW 2008-2,DW 2008 2nd Quarter
1674,4,DW 2008-3,DW 2008 3rd Quarter
1675,4,DW 2008-4,DW 2008 4th Quarter
1676,2,RAN 2008-02,RAN February 2008
1677,2,RAN 2008-03,RAN March 2008
1678,2,RAN 2008-04,RAN April 2008
1679,2,RAN 2008-05,RAN May 2008
1680,2,RAN 2008-06,RAN June 2008
1681,2,RAN 2008-07,RAN July 2008
1682,2,RAN 2008-08,RAN August 2008
1683,2,RAN 2008-09,RAN September 2008
1684,2,RAN 2008-10,RAN October 2008
1685,2,RAN 2008-11,RAN November 2008
1686,2,RAN 2008-12,RAN December 2008
1693,27,DWCP 2007,DWCP 2007 Drinking Water Composites
1698,26,PUUA 2007,"PUUA Ran Air Composites, 2007"
1713,2,RAN 2009-01,RAN January 2009
1714,2,RAN 2009-02,RAN February 2009
1715,2,RAN 2009-03,RAN March 2009
1716,2,RAN 2009-04,RAN April 2009
1717,2,RAN 2009-05,RAN May 2009
1718,2,RAN 2009-06,RAN June 2009
1719,2,RAN 2009-07,RAN July 2009
1720,2,RAN 2009-08,RAN August 2009
1721,2,RAN 2009-10,RAN October 2009
1722,2,RAN 2009-11,RAN November 2009
1723,2,RAN 2009-12,RAN December 2009
1724,3,TR 2009-1,TR 1st Quarter 2009
1725,3,TR 2009-2,TR 2nd Quarter 2009
1726,3,TR 2009-3,TR 3rd Quarter 2009
1727,3,TR 2009-4,TR 4th Quarter 2009
1728,1,PMN 2009-1,PMN 1st Quarter 2009
1729,1,PMN 2009-2,PMN 2nd Quarter 2009
1730,1,PMN 2009-3,PMN 3rd Quarter 2009
1731,1,PMN 2009-4,PMN 4th Quarter 2009
1732,4,DW 2009-1,DW 1st Quarter 2009
1733,4,DW 2009-2,DW 2nd Quarter 2009
1734,4,DW 2009-3,DW 3rd Quarter 2009
1735,4,DW 2009-4,DW 4th Quarter 2009
1736,25,RAIN 2009-1,RAIN 1st Quarter 2009
1737,25,RAIN 2009-2,RAIN 2nd Quarter 2009
1738,25,RAIN 2009-3,RAIN 3rd Quarter 2009
1739,25,RAIN 2009-4,RAIN 4th Quarter 2009
1749,27,DWCP 2008,DWCP 2008 Drinking Water Composites
1758,26,PUUA 2008,"PUUA Ran Air Composites, 2008"
1761,2,RAN 2009-09,RAN September 2009
1767,2,RAN 2010-01,RAN January 2010
1768,2,RAN 2010-02,RAN February 2010
1769,2,RAN 2010-03,RAN March 2010
1770,2,RAN 2010-04,RAN April 2010
1771,2,RAN 2010-05,RAN May 2010
1772,2,RAN 2010-06,RAN June 2010
1773,2,RAN 2010-07,RAN July 2010
1774,2,RAN 2010-08,RAN August 2010
1775,2,RAN 2010-09,RAN September 2010
1776,2,RAN 2010-10,RAN October 2010
1777,2,RAN 2010-11,RAN November 2010
1778,2,RAN 2010-12,RAN December 2010
1780,4,DW 2010-1,DW 1st Quarter 2010
1781,4,DW 2010-2,DW 2nd Quarter 2010
1782,4,DW 2010-3,DW 3rd Quarter 2010
1783,4,DW 2010-4,DW 4th Quarter 2010
1784,25,RAIN 2010-1,RAIN 1st Quarter 2010
1785,25,RAIN 2010-2,RAIN 2nd Quarter 2010
1786,25,RAIN 2010-3,RAIN 3rd Quarter 2010
1787,25,RAIN 2010-4,RAIN 4th Quarter 2010
1788,3,TR 2010-1,TR 1st Quarter 2010
1789,3,TR 2010-2,TR 2nd Quarter 2010
1790,3,TR 2010-3,TR 3rd Quarter 2010
1791,3,TR 2010-4,TR 4th Quarter 2010
1792,27,DWCP 2009,DWCP 2009 Drinking Water Composites
1793,26,PUUA 2009,PUUA RAN Air Filter Composites 2009
1794,1,PMN 2010-1,PMN 1st Quarter 2010
1795,1,PMN 2010-2,PMN 2nd Quarter 2010
1796,1,PMN 2010-3,PMN 3rd Quarter 2010
1797,1,PMN 2010-4,PMN 4th Quarter 2010
1815,26,HILO HAWAII AIR FILT,Hilo Hawaii Semi-Annual Air Filter Study
1816,25,RAIN 2011-1,RAIN 1st Quarter 2011
1817,25,RAIN 2011-2,RAIN 2nd Quarter 2011
1818,25,RAIN 2011-3,RAIN 3rd Quarter 2011
1819,25,RAIN 2011-4,RAIN 4th Quarter 2011
1820,2,RAN 2011-01,RAN January 2011
1821,2,RAN 2011-02,RAN February 2011
1822,2,RAN 2011-03,RAN March 2011
1828,1,PMN 2011-1,PMN 1st Quarter 2011
1830,1,PMN 2011-2,PMN 2nd Quarter 2011
1831,1,PMN 2011-3,PMN 3rd Quarter 2011
1832,1,PMN 2011-4,PMN 4th Quarter 2011
1833,4,DW 2011-1,DW 1st Quarter 2011
1834,4,DW 2011-2,DW 2nd Quarter 2011
1835,4,DW 2011-3,DW 3rd Quarter 2011
1836,4,DW 2011-4,DW 4th Quarter 2011
1837,3,TR 2011-1,TR 1st Quarter 2011
1838,3,TR 2011-2,TR 2nd Quarter 2011
1839,3,TR 2011-3,TR 3rd Quarter 2011
1840,3,TR 2011-4,TR 4th Quarter 2011
1841,27,DWCP 2010,DWCP 2010 Drinking Water Composites
1842,2,RAN 2011-04,RAN April 2011
1843,2,RAN 2011-05,RAN May 2011
1844,2,RAN 2011-06,RAN June 2011
1845,2,RAN 2011-07,RAN July 2011
1846,2,RAN 2011-08,RAN August 2011
1847,2,RAN 2011-09,RAN September 2011
1848,2,RAN 2011-10,RAN October 2011
1849,2,RAN 2011-11,RAN November 2011
1850,2,RAN 2011-12,RAN December 2011
1855,30,JAPAN DEPLOYABLES,Japan Nuclear Incident Deployables 2011
1856,2,RAN 2011-03-23,"RAN March 23, 2011"
1857,30,JAPAN DEPLOYS 032311,Japan Nuclear Incident Deployables 032311
1858,25,RAIN 2011-1-0323,Rain 1st Quarter 2011-03-23
1859,1,PMN 2011-1-0323,PMN 1st Quarter 2011-03-23
1860,2,RAN 2011-03-24,"RAN March 24, 2011"
1861,1,PMN 2011-1-0324,PMN 1st Quarter 2011-03-24
1862,25,RAIN 2011-1-0324,Rain 1st Quarter 2011-03-24
1863,30,JAPAN DEPLOYS 032411,Japan Nuclear Incident Deployables 032411
1864,25,RAIN 2011-1-0325,Rain 1st Quarter 2011-03-25
1865,1,PMN 2011-1-0325,PMN 1st Quarter 2011-03-25
1866,2,RAN 2011-03-25,"RAN March 25, 2011"
1867,30,JAPAN DEPLOYS 032511,Japan Nuclear Incident Deployables 032511
1868,30,JAPAN DEPLOYS 032611,Japan Nuclear Incident Deployables 032611
1869,1,PMN 2011-1-0326,PMN 1st Quarter 2011-03-26
1870,2,RAN 2011-03-28,"RAN March 28, 2011"
1871,1,PMN 2011-1-0328,PMN 1st Quarter 2011-03-28
1872,25,RAIN 2011-1-0328,Rain 1st Quarter 2011-03-28
1873,30,JAPAN DEPLOYS 032811,Japan Nuclear Incident Deployables 032811
1874,2,RAN 2011-03-29,"RAN March 29, 2011"
1875,30,JAPAN DEPLOYS 032911,Japan Nuclear Incident Deployables 032911
1876,1,PMN 2011-1-0329,PMN 1st Quarter 2011-03-29
1877,25,RAIN 2011-1-0329,Rain 1st Quarter 2011-03-29
1878,2,RAN 2011-03-30,"RAN March 30, 2011"
1879,1,PMN 2011-1-0330,PMN 1st Quarter 2011-03-30
1880,25,RAIN 2011-1-0330,Rain 1st Quarter 2011-03-30
1881,30,JAPAN DEPLOYS 033011,Japan Nuclear Incident Deployables 033011
1882,4,DW 2011-1-0330,DW 1st Quarter 2011-03-30
1883,2,RAN 2011-03-31,"RAN March 31, 2011"
1884,1,PMN 2011-1-0331,PMN 1st Quarter 2011-03-31
1885,25,RAIN 2011-1-0331,Rain 1st Quarter 2011-03-31
1886,4,DW 2011-1-0331,DW 1st Quarter 2011-03-31
1887,30,JAPAN DEPLOYS 033111,Japan Nuclear Incident Deployables 033111
1888,25,RAIN 2011-1-0401,Rain 1st Quarter 2011-04-01
1889,1,PMN 2011-1-0401,PMN 1st Quarter 2011-04-01
1890,2,RAN 2011-04-01,"RAN April 1, 2011"
1891,30,JAPAN DEPLOYS 040111,Japan Nuclear Incident Deployables 040111
1892,4,DW 2011-1-0401,DW 1st Quarter 2011-04-01
1894,30,JAPAN DEPLOYS 040211,Japan Nuclear Incident Deployables 040211
1895,4,DW 2011-1-0402,DW 1st Quarter 2011-04-02
1897,1,PMN 2011-2-0402,PMN 2nd Quarter 2011-04-02
1898,4,DW 2011-2-0401,DW 2nd Quarter 2011-04-01
1899,2,RAN 2011-04-04,"RAN April 4, 2011"
1900,1,PMN 2011-2-0404,PMN 2nd Quarter 2011-04-04
1901,25,RAIN 2011-2-0404,RAIN 2nd Quarter 2011-04-04
1902,4,DW 2011-2-0404,DW 2nd Quarter 2011-04-04
1903,30,JAPAN DEPLOYS 040411,Japan Nuclear Incident Deployables 040411
1904,30,JAPAN DEPLOYS 040511,Japan Nuclear Incident Deployables 040511
1905,4,DW 2011-2-0405,DW 2nd Quarter 2011-04-05
1906,2,RAN 2011-04-05,"RAN April 5, 2011"
1907,1,PMN 2011-2-0405,PMN 2nd Quarter 2011-04-05
1908,25,RAIN 2011-2-0405,Rain 2nd Quarter 2011-04-05
1909,2,RAN 2011-04-06,"RAN April 6, 2011"
1910,1,PMN 2011-2-0406,PMN 2nd Quarter 2011-04-06
1911,25,RAIN 2011-2-0406,Rain 2nd Quarter 2011-04-06
1912,30,JAPAN DEPLOYS 040611,Japan Nuclear Incident Deployables 040611
1913,4,DW 2011-2-0406,DW 2nd Quarter 2011-04-06
1914,2,RAN 2011-04-07,"RAN April 7, 2011"
1915,1,PMN 2011-2-0407,PMN 2nd Quarter 2011-04-07
1916,25,RAIN 2011-2-0407,Rain 2nd Quarter 2011-04-07
1917,30,JAPAN DEPLOYS 040711,Japan Nuclear Incident Deployables 040711
1918,4,DW 2011-2-0407,DW 2nd Quarter 2011-04-07
1919,2,RAN 2011-04-08,"RAN April 8, 2011"
1920,25,RAIN 2011-2-0408,Rain 2nd Quarter 2011-04-08
1921,1,PMN 2011-2-0408,PMN 2nd Quarter 2011-04-08
1922,4,DW 2011-2-0408,DW 2nd Quarter 2011-04-08
1923,30,JAPAN DEPLOYS 040811,Japan Nuclear Incident Deployables 040811
1926,26,PUUA 2010,PUUA RAN Air Filter Composites 2010
1939,2,RAN 2011-DISAPPROVED,RAN 2011 - Disapproved air filters
1940,2,RAN 2012-01,RAN January 2012
1941,4,DW 2012-1,Drinking Water 1st quarter 2012
1942,3,TR 2012-1,Rain Water 2012 1st quarter
1943,1,PMN 2012-1,Pasteurized Milk Network 2012 1st quarter
1944,25,RAIN 2012-1,Rain Water Individual Samples 2012 1st quarter
1945,2,RAN 2012-DISAPPROVED,RAN 2012 - Disapproved air filters
1949,2,RAN 2012-02,RAN February 2012
1950,2,RAN 2012-03,RAN March 2012
1951,2,RAN 2012-04,RAN April 2012
1952,2,RAN 2012-05,RAN May 2012
1953,2,RAN 2012-06,RAN June 2012
1954,2,RAN 2012-07,RAN July 2012
1955,2,RAN 2012-08,RAN August 2012
1956,2,RAN 2012-09,RAN September 2012
1957,2,RAN 2012-10,RAN October 2012
1958,2,RAN 2012-11,RAN November 2012
1959,2,RAN 2012-12,RAN December 2012
1960,4,DW 2012-2,Drinking Water 2nd quarter 2012
1961,4,DW 2012-3,Drinking Water 3rd quarter 2012
1962,4,DW 2012-4,Drinking Water 4th quarter 2012
1963,25,RAIN 2012-2,Rain Water Individual Samples 2012 2nd quarter
1964,25,RAIN 2012-3,Rain Water Individual Samples 2012 3rd quarter
1965,25,RAIN 2012-4,Rain Water Individual Samples 2012 4th quarter
1966,3,TR 2012-2,Rain Water 2012 2nd quarter
1967,3,TR 2012-3,Rain Water 2012 3rd quarter
1968,3,TR 2012-4,Rain Water 2012 4th quarter
1969,1,PMN 2012-2,Pasteurized Milk Network 2012 2nd quarter
1970,1,PMN 2012-3,Pasteurized Milk Network 2012 3rd quarter
1971,1,PMN 2012-4,Pasteurized Milk Network 2012 4th quarter
1973,26,PUUA 2011,PUUA RAN Air Filter Composites 2011
1974,27,DWCP 2011,DWCP 2011 Drinking Water Composites
2005,2,RAN 2013-01,RAN January 2013
2006,2,RAN 2013-02,RAN February 2013
2007,2,RAN 2013-03,RAN March 2013
2008,2,RAN 2013-04,RAN April 2013
2009,2,RAN 2013-05,RAN May 2013
2010,2,RAN 2013-06,RAN June 2013
2011,2,RAN 2013-07,RAN July 2013
2012,2,RAN 2013-08,RAN August 2013
2013,2,RAN 2013-09,RAN September 2013
2014,2,RAN 2013-10,RAN October 2013
2015,2,RAN 2013-11,RAN November 2013
2016,2,RAN 2013-12,RAN December 2013
2017,2,RAN 2013-DISAPPROVED,RAN 2013 - Disapproved air filters
2020,26,PUUA 2012,PUUA RAN Air Filter Composites for 2012
2021,4,DW 2013-1,Drinking Water 1st Quarter 2013
2022,4,DW 2013-2,Drinking Water 2nd Quarter 2013
2023,4,DW 2013-3,Drinking Water 3rd Quarter 2013
2024,4,DW 2013-4,Drinking Water 4th Quarter 2013
2025,27,DWCP 2012,Drinking Water Composites (DWCP) for 2012
2026,25,RAIN 2013-1,Rain Water Individual Samples for 1st Quarter for 2013
2027,25,RAIN 2013-2,Rain Water Individual Samples for 2nd Quarter for 2013
2028,25,RAIN 2013-3,Rain Water Individual Samples for 3rd Quarter for 2013
2029,25,RAIN 2013-4,Rain Water Individual Samples for 4th Quarter for 2013
2030,3,TR 2013-1,Rain Water Monthly Composites for 1st Quarter 2013
2031,3,TR 2013-2,Rain Water Monthly Composites for 2nd Quarter 2013
2032,3,TR 2013-3,Rain Water Monthly Composites for 3rd Quarter 2013
2033,3,TR 2013-4,Rain Water Monthly Composites for 4th Quarter 2013
2034,1,PMN 2013-1,Pasteurized Milk Network 1st Quarter 2013
2035,1,PMN 2013-2,Pasteurized Milk Network 2nd Quarter 2013
2036,1,PMN 2013-3,Pasteurized Milk Network 3rd Quarter 2013
2037,1,PMN 2013-4,Pasteurized Milk Network 4th Quarter 2013
2080,2,RAN 2014-01,RAN January 2014
2081,2,RAN 2014-02,RAN February 2014
2082,2,RAN 2014-03,RAN March 2014
2083,2,RAN 2014-04,RAN April 2014
2084,2,RAN 2014-05,RAN May 2014
2085,2,RAN 2014-06,RAN June 2014
2086,2,RAN 2014-07,RAN July 2014
2087,2,RAN 2014-08,RAN August 2014
2088,2,RAN 2014-09,RAN September 2014
2089,2,RAN 2014-10,RAN October 2014
2090,2,RAN 2014-11,RAN November 2014
2091,2,RAN 2014-12,RAN December 2014
2092,2,RAN 2014-DISAPPROVED,RAN 2014 - Disapproved air filters
2093,26,PUUA 2013,PUUA RAN Air Filter Composites for 2013
2094,25,RAIN 2014-1,Rain Water Individual Samples for 1st Quarter for 2014
2095,25,RAIN 2014-2,Rain Water Individual Samples for 2nd Quarter for 2014
2096,25,RAIN 2014-3,Rain Water Individual Samples for 3rd Quarter for 2014
2097,25,RAIN 2014-4,Rain Water Individual Samples for 4th Quarter for 2014
2098,3,TR 2014-1,Rain Water Monthly Composites for 1st Quarter 2014
2099,3,TR 2014-2,Rain Water Monthly Composites for 2nd Quarter 2014
2100,3,TR 2014-3,Rain Water Monthly Composites for 3rd Quarter 2014
2101,3,TR 2014-4,Rain Water Monthly Composites for 4th Quarter 2014
2102,4,DW 2014-1,Drinking Water 1st Quarter 2014
2103,4,DW 2014-2,Drinking Water 2nd Quarter 2014
2104,4,DW 2014-3,Drinking Water 3rd Quarter 2014
2105,4,DW 2014-4,Drinking Water 4th Quarter 2014
2106,27,DWCP 2013,Drinking Water Composites (DWCP) for 2013
2107,1,PMN 2014-1,Pasteurized Milk Network 1st Quarter 2014
2108,1,PMN 2014-2,Pasteurized Milk Network 2nd Quarter 2014
2109,1,PMN 2014-3,Pasteurized Milk Network 3rd Quarter 2014
2110,1,PMN 2014-4,Pasteurized Milk Network 4th Quarter 2014
2157,4,DW 2015-1,RadNet Drinking Water 1st quarter 2015
2158,4,DW 2015-2,RadNet Drinking Water 2nd quarter 2015
2159,4,DW 2015-3,RadNet Drinking Water 3rd quarter 2015
2160,4,DW 2015-4,RadNet Drinking Water 4th quarter 2015
2161,3,TR 2015-1,RadNet Precipitation Network 1st quarter
2162,3,TR 2015-2,RadNet Precipitation Network 2nd quarter
2163,3,TR 2015-3,RadNet Precipitation Network 3rd quarter
2164,3,TR 2015-4,RadNet Precipitation Network 4th quarter
2165,25,RAIN 2015-1,Individual Rain Samples 2015 1st quarter
2166,25,RAIN 2015-2,Individual Rain Samples 2015 2nd quarter
2167,25,RAIN 2015-3,Individual Rain Samples 2015 3rd quarter
2168,25,RAIN 2015-4,Individual Rain Samples 2015 4th quarter
2169,2,RAN 2015-02,Radiation Alert Network Samples 2015 February
2170,2,RAN 2015-03,Radiation Alert Network Samples 2015 March
2171,2,RAN 2015-04,Radiation Alert Network Samples 2015 April
2172,2,RAN 2015-05,Radiation Alert Network Samples 2015 May
2173,2,RAN 2015-06,Radiation Alert Network Samples 2015 June
2174,2,RAN 2015-07,Radiation Alert Network Samples 2015 July
2175,2,RAN 2015-08,Radiation Alert Network Samples 2015 August
2176,2,RAN 2015-09,Radiation Alert Network Samples 2015 September
2177,2,RAN 2015-10,Radiation Alert Network Samples 2015 October
2178,2,RAN 2015-11,Radiation Alert Network Samples 2015 November
2179,2,RAN 2015-12,Radiation Alert Network Samples 2015 December
2180,27,DWCP 2014,Drinking Water Composites (DWCP) for 2014
2181,26,PUUA 2014,2014 RAN Anuual Composites
2187,2,RAN 2015-DISAPPROVED,RAN 2015 - Disapproved air filters
2188,2,RAN 2015-01,Radiation Alert Network Samples 2015 January
2229,25,RAIN 2016-1,Individual Rain Samples 2016 1st Quarter
2230,25,RAIN 2016-2,Individual Rain Samples 2016 2nd Quarter
2231,25,RAIN 2016-3,Individual Rain Samples 2016 3rd Quarter
2232,25,RAIN 2016-4,Individual Rain Samples 2016 4th Quarter
2233,4,DW 2016-1,RadNet Drinking Water 1st Quarter
2234,4,DW 2016-2,RadNet Drinking Water 2nd Quarter
2235,4,DW 2016-3,RadNet Drinking Water 3rd Quarter
2236,4,DW 2016-4,RadNet Drinking Water 4th Quarter
2237,3,TR 2016-1,RadNet Precipitation Network 1st Quarter 2016
2238,3,TR 2016-2,RadNet Precipitation Network 2nd Quarter 2016
2239,3,TR 2016-3,RadNet Precipitation Network 3rd Quarter 2016
2240,3,TR 2016-4,RadNet Precipitation Network 4th Quarter 2016
2241,2,RAN 2016-DISAPPROVED,RAN 2016 Disapproved Air Filters
2242,2,RAN 2016-01,Radiation Alert Network Samples 2016 January
2243,2,RAN 2016-02,Radiation Alert Network Samples 2016 February
2244,2,RAN 2016-03,Radiation Alert Network Samples 2016 March
2245,2,RAN 2016-04,Radiation Alert Network Samples 2016 April
2246,2,RAN 2016-05,Radiation Alert Network Samples 2016 May
2247,2,RAN 2016-06,Radiation Alert Network Samples 2016 June
2248,2,RAN 2016-07,Radiation Alert Network Samples 2016 July
2249,2,RAN 2016-08,Radiation Alert Network Samples 2016 August
2250,2,RAN 2016-09,Radiation Alert Network Samples 2016 September
2251,2,RAN 2016-10,Radiation Alert Network Samples 2016 October
2252,2,RAN 2016-11,Radiation Alert Network Samples 2016 November
2253,2,RAN 2016-12,Radiation Alert Network Samples 2016 December
2273,27,DWCP 2015,Drinking Water Composites 2015
2274,26,PUUA 2015,PUUA 2015
2291,2,RAN 2017-01,RAN January 2017
2292,2,RAN 2017-02,RAN February 2017
2293,2,RAN 2017-03,RAN March 2017
2294,2,RAN 2017-04,RAN April 2017
2295,2,RAN 2017-05,RAN May 2017
2296,2,RAN 2017-06,RAN June 2017
2297,2,RAN 2017-07,RAN July 2017
2298,2,RAN 2017-08,RAN August 2017
2299,2,RAN 2017-09,RAN September 2017
2300,2,RAN 2017-10,RAN October 2017
2301,2,RAN 2017-11,RAN November 2017
2302,2,RAN 2017-12,RAN December 2017
2303,4,DW 2017-1,DW 1st Quarter 2017
2304,4,DW 2017-2,DW 2nd Quarter 2017
2305,4,DW 2017-3,DW 3rd Quarter 2017
2306,4,DW 2017-4,DW 4th Quarter 2017
2307,3,TR 2017-1,TR 1st Quarter 2017
2308,3,TR 2017-2,TR 2nd Quarter 2017
2309,3,TR 2017-3,TR 3rd Quarter 2017
2310,3,TR 2017-4,TR 4th Quarter 2017
2311,25,RAIN 2017-1,RAIN 1st Quarter 2017
2312,25,RAIN 2017-2,RAIN 2nd Quarter 2017
2313,25,RAIN 2017-3,RAIN 3rd Quarter 2017
2314,25,RAIN 2017-4,RAIN 4th Quarter 2017
2317,26,PUUA 2016,PUUA 2016 RAN Composites
2318,27,DWCP 2016,DWCP 2016 Drinking Water Composites
2363,2,RAN 2018-01,RAN January 2018
2364,2,RAN 2018-02,RAN February 2018
2365,2,RAN 2018-03,RAN March 2018
